file_name,grid_images,text
train/3023.jpg,grid_images/IKEA_POANG_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1253.jpg,grid_images/IKEA_LYCKSELE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0222.jpg,grid_images/IKEA_HEMNES_grid.png,3 by 3 grid of images from 9 different camera angles
train/1216.jpg,grid_images/SS_144_grid.png,3 by 3 grid of images from 9 different camera angles
train/1571.jpg,grid_images/IKEA_BERNHARD_grid.png,3 by 3 grid of images from 9 different camera angles
train/0671.jpg,grid_images/IKEA_KARLSTAD_4_grid.png,3 by 3 grid of images from 9 different camera angles
train/0876.jpg,grid_images/IKEA_JOKKMOKK_grid.png,3 by 3 grid of images from 9 different camera angles
train/0977.jpg,grid_images/IKEA_VANVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/0746.jpg,grid_images/SS_092_grid.png,3 by 3 grid of images from 9 different camera angles
train/0658.jpg,grid_images/IKEA_HEMNES_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0131.jpg,grid_images/SS_001_grid.png,3 by 3 grid of images from 9 different camera angles
train/0356.jpg,grid_images/IKEA_BILLY_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1777.jpg,grid_images/IKEA_VITTSJO_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0708.jpg,grid_images/IKEA_LILLESAND_grid.png,3 by 3 grid of images from 9 different camera angles
train/0630.jpg,grid_images/IKEA_LEIRVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/0775.jpg,grid_images/SS_096_grid.png,3 by 3 grid of images from 9 different camera angles
train/0533.jpg,grid_images/SS_069_grid.png,3 by 3 grid of images from 9 different camera angles
train/3546.jpg,grid_images/IKEA_TOBIAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1864.jpg,grid_images/IKEA_FUSION_grid.png,3 by 3 grid of images from 9 different camera angles
train/1335.jpg,grid_images/IKEA_LYCKSELE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0427.jpg,grid_images/IKEA_MALM_grid.png,3 by 3 grid of images from 9 different camera angles
train/0324.jpg,grid_images/IKEA_LIATORP_grid.png,3 by 3 grid of images from 9 different camera angles
train/1645.jpg,grid_images/IKEA_TORSBY_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0340.png,grid_images/IKEA_HEMNES_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1586.png,grid_images/IKEA_TORSBY_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0733.jpg,grid_images/IKEA_INGATORP_grid.png,3 by 3 grid of images from 9 different camera angles
train/1645.jpg,grid_images/IKEA_BORJE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0584.jpg,grid_images/IKEA_MICKE_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1886.jpg,grid_images/IKEA_TIDAFORS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1285.jpg,grid_images/SS_152_grid.png,3 by 3 grid of images from 9 different camera angles
train/0511.jpg,grid_images/SS_065_grid.png,3 by 3 grid of images from 9 different camera angles
train/1076.jpg,grid_images/IKEA_LACK_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0020.png,grid_images/IKEA_POANG_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1412.jpg,grid_images/IKEA_MANSTAD_grid.png,3 by 3 grid of images from 9 different camera angles
train/2979.jpg,grid_images/IKEA_POANG_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1355.jpg,grid_images/IKEA_LYCKSELE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0278.jpg,grid_images/IKEA_LAIVA_grid.png,3 by 3 grid of images from 9 different camera angles
train/1047.jpg,grid_images/IKEA_LACK_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/1042.jpg,grid_images/IKEA_LACK_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0605.jpg,grid_images/SS_080_grid.png,3 by 3 grid of images from 9 different camera angles
train/2713.jpg,grid_images/IKEA_NILS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0801.jpg,grid_images/IKEA_KIVIK_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0081.png,grid_images/IKEA_LIATORP_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0882.jpg,grid_images/IKEA_JOKKMOKK_grid.png,3 by 3 grid of images from 9 different camera angles
train/1442.jpg,grid_images/IKEA_MANSTAD_grid.png,3 by 3 grid of images from 9 different camera angles
train/0020.png,grid_images/IKEA_KARLSTAD_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0134.jpg,grid_images/IKEA_BRIMNES_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0660.jpg,grid_images/SS_086_grid.png,3 by 3 grid of images from 9 different camera angles
train/1695.jpg,grid_images/IKEA_SOLSTA_d053e745b565fa391c1b3b2ed8d13bf8_grid.png,3 by 3 grid of images from 9 different camera angles
train/0919.png,grid_images/IKEA_JOKKMOKK_grid.png,3 by 3 grid of images from 9 different camera angles
train/0088.jpg,grid_images/IKEA_BEDDINGE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0044.jpg,grid_images/IKEA_BEDDINGE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0267.jpg,grid_images/IKEA_LACK_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0052.png,grid_images/IKEA_KLIPPAN_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/1393.jpg,grid_images/IKEA_NORDEN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1375.jpg,grid_images/IKEA_NORBO_grid.png,3 by 3 grid of images from 9 different camera angles
train/0932.jpg,grid_images/SS_113_grid.png,3 by 3 grid of images from 9 different camera angles
train/0702.jpg,grid_images/SS_090_grid.png,3 by 3 grid of images from 9 different camera angles
train/1395.jpg,grid_images/SS_167_grid.png,3 by 3 grid of images from 9 different camera angles
train/0599.jpg,grid_images/IKEA_GRANAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0525.jpg,grid_images/IKEA_LEIRVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/1477.jpg,grid_images/IKEA_SATER_grid.png,3 by 3 grid of images from 9 different camera angles
train/3761.jpg,grid_images/IKEA_VILMAR_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/3680.jpg,grid_images/IKEA_URBAN_grid.png,3 by 3 grid of images from 9 different camera angles
train/0696.jpg,grid_images/SS_089_grid.png,3 by 3 grid of images from 9 different camera angles
train/1674.jpg,grid_images/IKEA_UTBY_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0587.jpg,grid_images/IKEA_LEIRVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/3772.jpg,grid_images/IKEA_VILMAR_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0269.jpg,grid_images/IKEA_DOCKSTA_grid.png,3 by 3 grid of images from 9 different camera angles
train/2089.png,grid_images/IKEA_IVAR_grid.png,3 by 3 grid of images from 9 different camera angles
train/1389.jpg,grid_images/IKEA_MANSTAD_grid.png,3 by 3 grid of images from 9 different camera angles
train/1325.jpg,grid_images/SS_158_grid.png,3 by 3 grid of images from 9 different camera angles
train/1739.jpg,grid_images/IKEA_BORJE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0259.jpg,grid_images/IKEA_LAIVA_grid.png,3 by 3 grid of images from 9 different camera angles
train/0611.jpg,grid_images/SS_080_grid.png,3 by 3 grid of images from 9 different camera angles
train/0440.jpg,grid_images/SS_048_grid.png,3 by 3 grid of images from 9 different camera angles
train/1339.jpg,grid_images/IKEA_NORBO_grid.png,3 by 3 grid of images from 9 different camera angles
train/1008.jpg,grid_images/IKEA_KLIPPAN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1009.jpg,grid_images/IKEA_KLIPPAN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0608.jpg,grid_images/IKEA_LEIRVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/3320.jpg,grid_images/IKEA_SNILLE_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0861.jpg,grid_images/IKEA_MANDAL_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/3335.jpg,grid_images/IKEA_SNILLE_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0121.jpg,grid_images/IKEA_DOMBAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/3042.jpg,grid_images/IKEA_PREBEN_grid.png,3 by 3 grid of images from 9 different camera angles
train/0417.jpg,grid_images/IKEA_MALM_grid.png,3 by 3 grid of images from 9 different camera angles
train/1176.jpg,grid_images/IKEA_MALM_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0312.jpg,grid_images/IKEA_EKTORP_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/3211.jpg,grid_images/IKEA_SIGURD_grid.png,3 by 3 grid of images from 9 different camera angles
train/1367.jpg,grid_images/IKEA_LYCKSELE_grid.png,3 by 3 grid of images from 9 different camera angles
train/1439.jpg,grid_images/IKEA_MANSTAD_grid.png,3 by 3 grid of images from 9 different camera angles
train/0230.jpg,grid_images/IKEA_BOKSEL_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0324.jpg,grid_images/IKEA_HEMNES_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1255.jpg,grid_images/SS_148_grid.png,3 by 3 grid of images from 9 different camera angles
train/0100.jpg,grid_images/IKEA_BJORKUDDEN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0277.jpg,grid_images/IKEA_FJELLSE_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0943.jpeg,grid_images/IKEA_KLINGSBO_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1394.jpg,grid_images/SS_167_grid.png,3 by 3 grid of images from 9 different camera angles
train/0006.png,grid_images/IKEA_POANG_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1204.jpg,grid_images/IKEA_KLIPPAN_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0658.jpg,grid_images/IKEA_VITTSJO_grid.png,3 by 3 grid of images from 9 different camera angles
train/0351.jpg,grid_images/IKEA_HEMNES_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0558.jpg,grid_images/IKEA_MICKE_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/3811.jpg,grid_images/IKEA_VILMAR_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0603.jpg,grid_images/IKEA_GRANAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/2740.jpg,grid_images/IKEA_NILS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0032.png,grid_images/IKEA_KARLSTAD_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0405.jpg,grid_images/IKEA_EKTORP_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0885.png,grid_images/IKEA_JOKKMOKK_grid.png,3 by 3 grid of images from 9 different camera angles
train/1887.jpg,grid_images/IKEA_HERMAN_grid.png,3 by 3 grid of images from 9 different camera angles
train/2573.jpeg,grid_images/IKEA_MARIUS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1166.jpg,grid_images/SS_140_grid.png,3 by 3 grid of images from 9 different camera angles
train/0764.jpg,grid_images/IKEA_KIVIK_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0907.jpg,grid_images/SS_109_grid.png,3 by 3 grid of images from 9 different camera angles
train/0217.jpg,grid_images/IKEA_FJELLSE_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0015.jpg,grid_images/SS_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0511.jpg,grid_images/IKEA_LEIRVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/0746.jpg,grid_images/IKEA_MALM_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0434.jpg,grid_images/SS_047_grid.png,3 by 3 grid of images from 9 different camera angles
train/0063.png,grid_images/IKEA_KARLSTAD_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0089.png,grid_images/IKEA_KARLSTAD_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0310.jpg,grid_images/IKEA_DOCKSTA_grid.png,3 by 3 grid of images from 9 different camera angles
train/0841.jpg,grid_images/IKEA_MALM_4_grid.png,3 by 3 grid of images from 9 different camera angles
train/0926.jpg,grid_images/IKEA_TROMSO_grid.png,3 by 3 grid of images from 9 different camera angles
train/1121.jpg,grid_images/IKEA_LINDVED_grid.png,3 by 3 grid of images from 9 different camera angles
train/1265.jpg,grid_images/IKEA_MUDDUS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0080.jpg,grid_images/IKEA_BESTA_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/3372.jpg,grid_images/IKEA_SOLSTA_OLARP_grid.png,3 by 3 grid of images from 9 different camera angles
train/0284.jpg,grid_images/IKEA_DOCKSTA_grid.png,3 by 3 grid of images from 9 different camera angles
train/0072.png,grid_images/IKEA_POANG_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0206.jpg,grid_images/SS_012_grid.png,3 by 3 grid of images from 9 different camera angles
train/0604.jpg,grid_images/SS_080_grid.png,3 by 3 grid of images from 9 different camera angles
train/0076.png,grid_images/IKEA_EKTORP_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0509.jpg,grid_images/IKEA_MICKE_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0449.jpg,grid_images/IKEA_KARLSTAD_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0694.jpg,grid_images/IKEA_KIVIK_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1295.jpg,grid_images/IKEA_NESNA_grid.png,3 by 3 grid of images from 9 different camera angles
train/3093.jpg,grid_images/IKEA_REIDAR_grid.png,3 by 3 grid of images from 9 different camera angles
train/1447.jpg,grid_images/SS_175_grid.png,3 by 3 grid of images from 9 different camera angles
train/0378.jpg,grid_images/IKEA_LIATORP_grid.png,3 by 3 grid of images from 9 different camera angles
train/3758.jpg,grid_images/IKEA_VILMAR_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1402.jpg,grid_images/IKEA_NORDEN_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1094.jpg,grid_images/IKEA_KLIPPAN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1840.jpg,grid_images/IKEA_VITTSJO_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0122.jpg,grid_images/IKEA_BEDDINGE_grid.png,3 by 3 grid of images from 9 different camera angles
train/1709.jpg,grid_images/IKEA_BORJE_grid.png,3 by 3 grid of images from 9 different camera angles
train/1485.jpg,grid_images/IKEA_RAST_grid.png,3 by 3 grid of images from 9 different camera angles
train/1771.jpg,grid_images/IKEA_VITTSJO_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0174.jpg,grid_images/IKEA_DOMBAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0988.jpg,grid_images/IKEA_KLUBBO_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/2479.png,grid_images/IKEA_KLAPPSTA_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0052.jpg,grid_images/IKEA_BEDDINGE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0118.jpg,grid_images/IKEA_EXPEDIT_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0269.jpg,grid_images/IKEA_LAIVA_grid.png,3 by 3 grid of images from 9 different camera angles
train/1607.jpg,grid_images/IKEA_SKOGABY_grid.png,3 by 3 grid of images from 9 different camera angles
train/3597.jpg,grid_images/IKEA_TOBIAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1231.jpg,grid_images/SS_146_grid.png,3 by 3 grid of images from 9 different camera angles
train/1206.jpg,grid_images/SS_143_grid.png,3 by 3 grid of images from 9 different camera angles
train/2745.jpg,grid_images/IKEA_NILS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0547.jpg,grid_images/IKEA_FUSION_grid.png,3 by 3 grid of images from 9 different camera angles
train/0949.jpg,grid_images/IKEA_KLIPPAN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/2492.jpg,grid_images/IKEA_KLAPPSTA_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1761.jpg,grid_images/IKEA_EKENAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0989.jpg,grid_images/IKEA_VANVIK_grid.png,3 by 3 grid of images from 9 different camera angles
train/0793.jpg,grid_images/IKEA_MALM_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/1318.jpg,grid_images/IKEA_LYCKSELE_grid.png,3 by 3 grid of images from 9 different camera angles
train/0469.jpg,grid_images/IKEA_HEMNES_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/3634.jpg,grid_images/IKEA_TOBIAS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1235.jpg,grid_images/IKEA_MUDDUS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1918.jpg,grid_images/IKEA_TIDAFORS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1732.jpg,grid_images/IKEA_VEJMON_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0450.jpg,grid_images/IKEA_DOCKSTA_grid.png,3 by 3 grid of images from 9 different camera angles
train/0514.jpg,grid_images/IKEA_MICKE_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0854.jpg,grid_images/IKEA_MANDAL_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0527.jpg,grid_images/IKEA_DOCKSTA_grid.png,3 by 3 grid of images from 9 different camera angles
train/0178.jpg,grid_images/IKEA_BJORKUDDEN_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/3456.jpg,grid_images/IKEA_STEFAN_grid.png,3 by 3 grid of images from 9 different camera angles
train/0536.jpg,grid_images/IKEA_MICKE_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1406.jpg,grid_images/IKEA_MANSTAD_grid.png,3 by 3 grid of images from 9 different camera angles
train/0806.jpg,grid_images/IKEA_INGO_4_grid.png,3 by 3 grid of images from 9 different camera angles
train/1385.jpg,grid_images/IKEA_MANSTAD_grid.png,3 by 3 grid of images from 9 different camera angles
train/0989.jpg,grid_images/IKEA_KLIPPAN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/2706.jpg,grid_images/IKEA_NILS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0212.jpg,grid_images/IKEA_HEMNES_grid.png,3 by 3 grid of images from 9 different camera angles
train/2924.jpg,grid_images/IKEA_POANG_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0788.jpg,grid_images/IKEA_KIVIK_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/0684.jpg,grid_images/IKEA_BESTA_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/2731.jpg,grid_images/IKEA_NILS_grid.png,3 by 3 grid of images from 9 different camera angles
train/0288.jpg,grid_images/IKEA_EKTORP_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1881.png,grid_images/IKEA_TIDAFORS_grid.png,3 by 3 grid of images from 9 different camera angles
train/1102.jpg,grid_images/IKEA_KLIPPAN_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/1028.jpg,grid_images/SS_126_grid.png,3 by 3 grid of images from 9 different camera angles
train/0560.jpg,grid_images/IKEA_KARLSTAD_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0347.jpg,grid_images/IKEA_DOCKSTA_grid.png,3 by 3 grid of images from 9 different camera angles
train/1790.jpg,grid_images/IKEA_VITTSJO_2_grid.png,3 by 3 grid of images from 9 different camera angles
train/1863.jpg,grid_images/IKEA_FUSION_grid.png,3 by 3 grid of images from 9 different camera angles
train/0811.jpg,grid_images/IKEA_MALM_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/1784.jpg,grid_images/IKEA_SOLSTA_d053e745b565fa391c1b3b2ed8d13bf8_grid.png,3 by 3 grid of images from 9 different camera angles
train/0342.jpg,grid_images/IKEA_HEMNES_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/2163.jpg,grid_images/IKEA_JOKKMOKK_grid.png,3 by 3 grid of images from 9 different camera angles
train/1575.jpg,grid_images/IKEA_BERNHARD_grid.png,3 by 3 grid of images from 9 different camera angles
train/1167.jpg,grid_images/IKEA_MALM_1_grid.png,3 by 3 grid of images from 9 different camera angles
train/0659.jpg,grid_images/IKEA_HEMNES_3_grid.png,3 by 3 grid of images from 9 different camera angles
train/0562.jpg,grid_images/IKEA_KARLSTAD_3_grid.png,3 by 3 grid of images from 9 different camera angles
